turma,aluno_numero,data,status,origem,serie
8°B,18,2026-08-14,,real,8º ano
8°B,18,2026-08-17,,real,8º ano
8°B,18,2026-08-19,,real,8º ano
8°B,18,2026-08-21,,real,8º ano
8°B,18,2026-08-28,,real,8º ano
8°B,18,2026-08-31,,real,8º ano
8°B,19,2026-05-04,F,real,8º ano
8°B,19,2026-05-05,P,real,8º ano
8°B,19,2026-05-06,F,real,8º ano
8°B,19,2026-05-07,P,real,8º ano
8°B,19,2026-05-08,F,real,8º ano
8°B,19,2026-05-11,F,real,8º ano
8°B,19,2026-05-12,P,real,8º ano
8°B,19,2026-05-13,F,real,8º ano
8°B,19,2026-05-14,F,real,8º ano
8°B,19,2026-05-15,P,real,8º ano
8°B,19,2026-05-18,P,real,8º ano
8°B,19,2026-05-19,P,real,8º ano
8°B,19,2026-05-20,P,real,8º ano
8°B,19,2026-05-21,P,real,8º ano
8°B,19,2026-05-22,P,real,8º ano
8°B,19,2026-05-25,F,real,8º ano
8°B,19,2026-05-26,P,real,8º ano
8°B,19,2026-05-27,P,real,8º ano
8°B,19,2026-05-28,F,real,8º ano
8°B,19,2026-05-29,F,real,8º ano
8°B,19,2026-06-01,F,real,8º ano
8°B,19,2026-06-02,P,real,8º ano
8°B,19,2026-06-03,F,real,8º ano
8°B,19,2026-06-08,P,real,8º ano
8°B,19,2026-06-09,P,real,8º ano
8°B,19,2026-06-10,P,real,8º ano
8°B,19,2026-06-11,F,real,8º ano
8°B,19,2026-06-12,P,real,8º ano
8°B,19,2026-06-15,F,real,8º ano
8°B,19,2026-06-16,P,real,8º ano
8°B,19,2026-06-17,P,real,8º ano
8°B,19,2026-06-18,P,real,8º ano
8°B,19,2026-06-19,F,real,8º ano
8°B,19,2026-06-22,P,real,8º ano
8°B,19,2026-06-23,F,real,8º ano
8°B,19,2026-06-24,P,real,8º ano
8°B,19,2026-06-25,F,real,8º ano
8°B,19,2026-06-26,P,real,8º ano
8°B,19,2026-06-29,F,real,8º ano
8°B,19,2026-06-30,F,real,8º ano
8°B,19,2026-07-01,P,real,8º ano
8°B,19,2026-07-02,P,real,8º ano
8°B,19,2026-07-03,P,real,8º ano
8°B,19,2026-07-28,P,real,8º ano
8°B,19,2026-07-29,P,real,8º ano
8°B,19,2026-07-30,P,real,8º ano
8°B,19,2026-07-31,P,real,8º ano
8°B,19,2026-08-03,P,real,8º ano
8°B,19,2026-08-10,P,real,8º ano
8°B,19,2026-08-12,P,real,8º ano
8°B,19,2026-08-14,F,real,8º ano
8°B,19,2026-08-17,P,real,8º ano
8°B,19,2026-08-18,P,real,8º ano
8°B,19,2026-08-19,P,real,8º ano
8°B,19,2026-08-20,P,real,8º ano
8°B,19,2026-08-21,P,real,8º ano
8°B,19,2026-08-24,P,real,8º ano
8°B,19,2026-08-27,P,real,8º ano
8°B,19,2026-08-28,P,real,8º ano
8°B,19,2026-08-31,F,real,8º ano
8°B,20,2026-05-04,P,real,8º ano
8°B,20,2026-05-05,P,real,8º ano
8°B,20,2026-05-06,F,real,8º ano
8°B,20,2026-05-07,P,real,8º ano
8°B,20,2026-05-08,P,real,8º ano
8°B,20,2026-05-11,P,real,8º ano
8°B,20,2026-05-12,P,real,8º ano
8°B,20,2026-05-13,P,real,8º ano
8°B,20,2026-05-14,P,real,8º ano
8°B,20,2026-05-15,P,real,8º ano
8°B,20,2026-05-18,P,real,8º ano
8°B,20,2026-05-19,P,real,8º ano
8°B,20,2026-05-20,P,real,8º ano
8°B,20,2026-05-21,P,real,8º ano
8°B,20,2026-05-22,P,real,8º ano
8°B,20,2026-05-25,P,real,8º ano
8°B,20,2026-05-26,P,real,8º ano
8°B,20,2026-05-27,P,real,8º ano
8°B,20,2026-05-28,P,real,8º ano
8°B,20,2026-05-29,P,real,8º ano
8°B,20,2026-06-01,P,real,8º ano
8°B,20,2026-06-02,P,real,8º ano
8°B,20,2026-06-03,P,real,8º ano
8°B,20,2026-06-08,P,real,8º ano
8°B,20,2026-06-09,P,real,8º ano
8°B,20,2026-06-10,P,real,8º ano
8°B,20,2026-06-11,P,real,8º ano
8°B,20,2026-06-12,P,real,8º ano
8°B,20,2026-06-15,P,real,8º ano
8°B,20,2026-06-16,P,real,8º ano
8°B,20,2026-06-17,P,real,8º ano
8°B,20,2026-06-18,P,real,8º ano
8°B,20,2026-06-19,P,real,8º ano
8°B,20,2026-06-22,P,real,8º ano
8°B,20,2026-06-23,P,real,8º ano
8°B,20,2026-06-24,P,real,8º ano
8°B,20,2026-06-25,P,real,8º ano
8°B,20,2026-06-26,P,real,8º ano
8°B,20,2026-06-29,P,real,8º ano
8°B,20,2026-06-30,P,real,8º ano
8°B,20,2026-07-01,P,real,8º ano
8°B,20,2026-07-02,P,real,8º ano
8°B,20,2026-07-03,P,real,8º ano
8°B,20,2026-07-28,P,real,8º ano
8°B,20,2026-07-29,P,real,8º ano
8°B,20,2026-07-30,P,real,8º ano
8°B,20,2026-07-31,P,real,8º ano
8°B,20,2026-08-03,P,real,8º ano
8°B,20,2026-08-10,P,real,8º ano
8°B,20,2026-08-12,P,real,8º ano
8°B,20,2026-08-14,P,real,8º ano
8°B,20,2026-08-17,P,real,8º ano
8°B,20,2026-08-18,P,real,8º ano
8°B,20,2026-08-19,P,real,8º ano
8°B,20,2026-08-20,P,real,8º ano
8°B,20,2026-08-21,P,real,8º ano
8°B,20,2026-08-24,P,real,8º ano
8°B,20,2026-08-27,P,real,8º ano
8°B,20,2026-08-28,P,real,8º ano
8°B,20,2026-08-31,F,real,8º ano
8°B,21,2026-05-04,-,real,8º ano
8°B,21,2026-05-05,-,real,8º ano
8°B,21,2026-05-06,-,real,8º ano
8°B,21,2026-05-07,-,real,8º ano
8°B,21,2026-05-08,-,real,8º ano
8°B,21,2026-05-11,-,real,8º ano
8°B,21,2026-05-12,-,real,8º ano
8°B,21,2026-05-13,-,real,8º ano
8°B,21,2026-05-14,-,real,8º ano
8°B,21,2026-05-15,-,real,8º ano
8°B,21,2026-05-21,-,real,8º ano
8°B,21,2026-05-22,-,real,8º ano
8°B,21,2026-05-26,-,real,8º ano
8°B,21,2026-05-27,-,real,8º ano
8°B,21,2026-05-28,-,real,8º ano
8°B,21,2026-07-01,-,real,8º ano
8°B,21,2026-07-29,-,real,8º ano
8°B,21,2026-08-10,,real,8º ano
8°B,21,2026-08-12,,real,8º ano
8°B,21,2026-08-14,,real,8º ano
8°B,21,2026-08-17,,real,8º ano
8°B,21,2026-08-19,,real,8º ano
8°B,21,2026-08-21,,real,8º ano
8°B,21,2026-08-28,,real,8º ano
8°B,21,2026-08-31,,real,8º ano
8°B,22,2026-05-04,P,real,8º ano
8°B,22,2026-05-05,P,real,8º ano
8°B,22,2026-05-06,P,real,8º ano
8°B,22,2026-05-07,P,real,8º ano
8°B,22,2026-05-08,P,real,8º ano
8°B,22,2026-05-11,P,real,8º ano
8°B,22,2026-05-12,P,real,8º ano
8°B,22,2026-05-13,F,real,8º ano
8°B,22,2026-05-14,P,real,8º ano
8°B,22,2026-05-15,P,real,8º ano
8°B,22,2026-05-18,P,real,8º ano
8°B,22,2026-05-19,P,real,8º ano
8°B,22,2026-05-20,F,real,8º ano
8°B,22,2026-05-21,P,real,8º ano
8°B,22,2026-05-22,P,real,8º ano
8°B,22,2026-05-25,P,real,8º ano
8°B,22,2026-05-26,P,real,8º ano
8°B,22,2026-05-27,P,real,8º ano
8°B,22,2026-05-28,F,real,8º ano
8°B,22,2026-05-29,P,real,8º ano
8°B,22,2026-06-01,P,real,8º ano
8°B,22,2026-06-02,P,real,8º ano
8°B,22,2026-06-03,P,real,8º ano
8°B,22,2026-06-08,P,real,8º ano
8°B,22,2026-06-09,P,real,8º ano
8°B,22,2026-06-10,P,real,8º ano
8°B,22,2026-06-11,P,real,8º ano
8°B,22,2026-06-12,P,real,8º ano
8°B,22,2026-06-15,F,real,8º ano
8°B,22,2026-06-16,P,real,8º ano
8°B,22,2026-06-17,P,real,8º ano
8°B,22,2026-06-18,P,real,8º ano
8°B,22,2026-06-19,P,real,8º ano
8°B,22,2026-06-22,P,real,8º ano
8°B,22,2026-06-23,P,real,8º ano
8°B,22,2026-06-24,F,real,8º ano
8°B,22,2026-06-25,P,real,8º ano
8°B,22,2026-06-26,P,real,8º ano
8°B,22,2026-06-29,P,real,8º ano
8°B,22,2026-06-30,P,real,8º ano
8°B,22,2026-07-01,F,real,8º ano
8°B,22,2026-07-02,F,real,8º ano
8°B,22,2026-07-03,P,real,8º ano
8°B,22,2026-07-28,F,real,8º ano
8°B,22,2026-07-29,P,real,8º ano
8°B,22,2026-07-30,P,real,8º ano
8°B,22,2026-07-31,F,real,8º ano
8°B,22,2026-08-03,P,real,8º ano
8°B,22,2026-08-10,P,real,8º ano
8°B,22,2026-08-12,P,real,8º ano
8°B,22,2026-08-14,P,real,8º ano
8°B,22,2026-08-17,P,real,8º ano
8°B,22,2026-08-18,P,real,8º ano
8°B,22,2026-08-19,P,real,8º ano
8°B,22,2026-08-20,F,real,8º ano
8°B,22,2026-08-21,P,real,8º ano
8°B,22,2026-08-24,P,real,8º ano
8°B,22,2026-08-27,P,real,8º ano
8°B,22,2026-08-28,P,real,8º ano
8°B,22,2026-08-31,F,real,8º ano
8°B,23,2026-05-04,F,real,8º ano
8°B,23,2026-05-05,P,real,8º ano
8°B,23,2026-05-06,P,real,8º ano
8°B,23,2026-05-07,P,real,8º ano
8°B,23,2026-05-08,P,real,8º ano
8°B,23,2026-05-11,F,real,8º ano
8°B,23,2026-05-12,P,real,8º ano
8°B,23,2026-05-13,P,real,8º ano
8°B,23,2026-05-14,P,real,8º ano
8°B,23,2026-05-15,P,real,8º ano
8°B,23,2026-05-18,P,real,8º ano
8°B,23,2026-05-19,P,real,8º ano
8°B,23,2026-05-20,P,real,8º ano
8°B,23,2026-05-21,F,real,8º ano
8°B,23,2026-05-22,P,real,8º ano
8°B,23,2026-05-25,P,real,8º ano
8°B,23,2026-05-26,P,real,8º ano
8°B,23,2026-05-27,P,real,8º ano
8°B,23,2026-05-28,P,real,8º ano
8°B,23,2026-05-29,P,real,8º ano
8°B,23,2026-06-01,P,real,8º ano
8°B,23,2026-06-02,F,real,8º ano
8°B,23,2026-06-03,P,real,8º ano
8°B,23,2026-06-08,P,real,8º ano
8°B,23,2026-06-09,P,real,8º ano
8°B,23,2026-06-10,P,real,8º ano
8°B,23,2026-06-11,P,real,8º ano
8°B,23,2026-06-12,P,real,8º ano
8°B,23,2026-06-15,F,real,8º ano
8°B,23,2026-06-16,P,real,8º ano
8°B,23,2026-06-17,P,real,8º ano
8°B,23,2026-06-18,P,real,8º ano
8°B,23,2026-06-19,P,real,8º ano
8°B,23,2026-06-22,P,real,8º ano
8°B,23,2026-06-23,P,real,8º ano
8°B,23,2026-06-24,F,real,8º ano
8°B,23,2026-06-25,P,real,8º ano
8°B,23,2026-06-26,P,real,8º ano
8°B,23,2026-06-29,F,real,8º ano
8°B,23,2026-06-30,P,real,8º ano
8°B,23,2026-07-01,P,real,8º ano
8°B,23,2026-07-02,P,real,8º ano
8°B,23,2026-07-03,P,real,8º ano
8°B,23,2026-07-28,P,real,8º ano
8°B,23,2026-07-29,P,real,8º ano
8°B,23,2026-07-30,P,real,8º ano
8°B,23,2026-07-31,P,real,8º ano
8°B,23,2026-08-03,P,real,8º ano
8°B,23,2026-08-10,P,real,8º ano
8°B,23,2026-08-12,P,real,8º ano
8°B,23,2026-08-14,P,real,8º ano
8°B,23,2026-08-17,F,real,8º ano
8°B,23,2026-08-18,P,real,8º ano
8°B,23,2026-08-19,P,real,8º ano
8°B,23,2026-08-20,P,real,8º ano
8°B,23,2026-08-21,P,real,8º ano
8°B,23,2026-08-24,P,real,8º ano
8°B,23,2026-08-27,P,real,8º ano
8°B,23,2026-08-28,P,real,8º ano
8°B,23,2026-08-31,F,real,8º ano
8°B,24,2026-05-04,P,real,8º ano
8°B,24,2026-05-05,P,real,8º ano
8°B,24,2026-05-06,P,real,8º ano
8°B,24,2026-05-07,P,real,8º ano
8°B,24,2026-05-08,P,real,8º ano
8°B,24,2026-05-11,F,real,8º ano
8°B,24,2026-05-12,P,real,8º ano
8°B,24,2026-05-13,P,real,8º ano
8°B,24,2026-05-14,P,real,8º ano
8°B,24,2026-05-15,F,real,8º ano
8°B,24,2026-05-18,P,real,8º ano
8°B,24,2026-05-19,F,real,8º ano
8°B,24,2026-05-20,P,real,8º ano
8°B,24,2026-05-21,P,real,8º ano
8°B,24,2026-05-22,P,real,8º ano
8°B,24,2026-05-25,P,real,8º ano
8°B,24,2026-05-26,P,real,8º ano
8°B,24,2026-05-27,P,real,8º ano
8°B,24,2026-05-28,F,real,8º ano
8°B,24,2026-05-29,P,real,8º ano
8°B,24,2026-06-01,F,real,8º ano
8°B,24,2026-06-02,F,real,8º ano
8°B,24,2026-06-03,P,real,8º ano
8°B,24,2026-06-08,P,real,8º ano
8°B,24,2026-06-09,P,real,8º ano
8°B,24,2026-06-10,F,real,8º ano
8°B,24,2026-06-11,F,real,8º ano
8°B,24,2026-06-12,P,real,8º ano
8°B,24,2026-06-15,F,real,8º ano
8°B,24,2026-06-16,P,real,8º ano
8°B,24,2026-06-17,P,real,8º ano
8°B,24,2026-06-18,F,real,8º ano
8°B,24,2026-06-19,P,real,8º ano
8°B,24,2026-06-22,F,real,8º ano
8°B,24,2026-06-23,F,real,8º ano
8°B,24,2026-06-24,F,real,8º ano
8°B,24,2026-06-25,F,real,8º ano
8°B,24,2026-06-26,F,real,8º ano
8°B,24,2026-06-29,P,real,8º ano
8°B,24,2026-06-30,P,real,8º ano
8°B,24,2026-07-01,P,real,8º ano
8°B,24,2026-07-02,P,real,8º ano
8°B,24,2026-07-03,F,real,8º ano
8°B,24,2026-07-28,P,real,8º ano
8°B,24,2026-07-29,P,real,8º ano
8°B,24,2026-07-30,F,real,8º ano
8°B,24,2026-07-31,P,real,8º ano
8°B,24,2026-08-03,F,real,8º ano
8°B,24,2026-08-10,P,real,8º ano
8°B,24,2026-08-12,P,real,8º ano
8°B,24,2026-08-14,P,real,8º ano
8°B,24,2026-08-17,P,real,8º ano
8°B,24,2026-08-18,P,real,8º ano
8°B,24,2026-08-19,P,real,8º ano
8°B,24,2026-08-20,P,real,8º ano
8°B,24,2026-08-21,P,real,8º ano
8°B,24,2026-08-24,F,real,8º ano
8°B,24,2026-08-27,P,real,8º ano
8°B,24,2026-08-28,P,real,8º ano
8°B,24,2026-08-31,F,real,8º ano
8°B,25,2026-05-04,F,real,8º ano
8°B,25,2026-05-05,P,real,8º ano
8°B,25,2026-05-06,P,real,8º ano
8°B,25,2026-05-07,P,real,8º ano
8°B,25,2026-05-08,P,real,8º ano
8°B,25,2026-05-11,P,real,8º ano
8°B,25,2026-05-12,P,real,8º ano
8°B,25,2026-05-13,P,real,8º ano
8°B,25,2026-05-14,P,real,8º ano
8°B,25,2026-05-15,P,real,8º ano
8°B,25,2026-05-18,P,real,8º ano
8°B,25,2026-05-19,P,real,8º ano
8°B,25,2026-05-20,P,real,8º ano
8°B,25,2026-05-21,F,real,8º ano
8°B,25,2026-05-22,F,real,8º ano
8°B,25,2026-05-25,P,real,8º ano
8°B,25,2026-05-26,P,real,8º ano
8°B,25,2026-05-27,P,real,8º ano
8°B,25,2026-05-28,P,real,8º ano
8°B,25,2026-05-29,P,real,8º ano
8°B,25,2026-06-01,P,real,8º ano
8°B,25,2026-06-02,P,real,8º ano
8°B,25,2026-06-03,P,real,8º ano
8°B,25,2026-06-08,P,real,8º ano
8°B,25,2026-06-09,P,real,8º ano
8°B,25,2026-06-10,P,real,8º ano
8°B,25,2026-06-11,P,real,8º ano
8°B,25,2026-06-12,P,real,8º ano
8°B,25,2026-06-15,P,real,8º ano
8°B,25,2026-06-16,F,real,8º ano
8°B,25,2026-06-17,P,real,8º ano
8°B,25,2026-06-18,P,real,8º ano
8°B,25,2026-06-19,P,real,8º ano
8°B,25,2026-06-22,P,real,8º ano
8°B,25,2026-06-23,P,real,8º ano
8°B,25,2026-06-24,P,real,8º ano
8°B,25,2026-06-25,P,real,8º ano
8°B,25,2026-06-26,P,real,8º ano
8°B,25,2026-06-29,P,real,8º ano
8°B,25,2026-06-30,F,real,8º ano
8°B,25,2026-07-01,P,real,8º ano
8°B,25,2026-07-02,P,real,8º ano
8°B,25,2026-07-03,P,real,8º ano
8°B,25,2026-07-28,P,real,8º ano
8°B,25,2026-07-29,P,real,8º ano
8°B,25,2026-07-30,P,real,8º ano
8°B,25,2026-07-31,P,real,8º ano
8°B,25,2026-08-03,P,real,8º ano
8°B,25,2026-08-10,P,real,8º ano
8°B,25,2026-08-12,P,real,8º ano
8°B,25,2026-08-14,P,real,8º ano
8°B,25,2026-08-17,P,real,8º ano
8°B,25,2026-08-18,P,real,8º ano
8°B,25,2026-08-19,P,real,8º ano
8°B,25,2026-08-20,P,real,8º ano
8°B,25,2026-08-21,P,real,8º ano
8°B,25,2026-08-24,P,real,8º ano
8°B,25,2026-08-27,P,real,8º ano
8°B,25,2026-08-28,P,real,8º ano
8°B,25,2026-08-31,P,real,8º ano
8°B,26,2026-05-04,P,real,8º ano
8°B,26,2026-05-05,P,real,8º ano
8°B,26,2026-05-06,F,real,8º ano
8°B,26,2026-05-07,P,real,8º ano
8°B,26,2026-05-08,F,real,8º ano
8°B,26,2026-05-11,P,real,8º ano
8°B,26,2026-05-12,P,real,8º ano
8°B,26,2026-05-13,P,real,8º ano
8°B,26,2026-05-14,P,real,8º ano
8°B,26,2026-05-15,F,real,8º ano
8°B,26,2026-05-18,P,real,8º ano
8°B,26,2026-05-19,P,real,8º ano
8°B,26,2026-05-20,P,real,8º ano
8°B,26,2026-05-21,P,real,8º ano
8°B,26,2026-05-22,P,real,8º ano
8°B,26,2026-05-25,P,real,8º ano
8°B,26,2026-05-26,P,real,8º ano
8°B,26,2026-05-27,P,real,8º ano
8°B,26,2026-05-28,P,real,8º ano
8°B,26,2026-05-29,P,real,8º ano
8°B,26,2026-06-01,P,real,8º ano
8°B,26,2026-06-02,P,real,8º ano
8°B,26,2026-06-03,F,real,8º ano
8°B,26,2026-06-08,P,real,8º ano
8°B,26,2026-06-09,P,real,8º ano
8°B,26,2026-06-10,P,real,8º ano
8°B,26,2026-06-11,P,real,8º ano
8°B,26,2026-06-12,P,real,8º ano
8°B,26,2026-06-15,F,real,8º ano
8°B,26,2026-06-16,P,real,8º ano
8°B,26,2026-06-17,P,real,8º ano
8°B,26,2026-06-18,P,real,8º ano
8°B,26,2026-06-19,P,real,8º ano
8°B,26,2026-06-22,P,real,8º ano
8°B,26,2026-06-23,P,real,8º ano
8°B,26,2026-06-24,P,real,8º ano
8°B,26,2026-06-25,P,real,8º ano
8°B,26,2026-06-26,P,real,8º ano
8°B,26,2026-06-29,F,real,8º ano
8°B,26,2026-06-30,P,real,8º ano
8°B,26,2026-07-01,P,real,8º ano
8°B,26,2026-07-02,F,real,8º ano
8°B,26,2026-07-03,F,real,8º ano
8°B,26,2026-07-28,P,real,8º ano
8°B,26,2026-07-29,P,real,8º ano
8°B,26,2026-07-30,F,real,8º ano
8°B,26,2026-07-31,P,real,8º ano
8°B,26,2026-08-03,F,real,8º ano
8°B,26,2026-08-10,P,real,8º ano
8°B,26,2026-08-12,P,real,8º ano
8°B,26,2026-08-14,F,real,8º ano
8°B,26,2026-08-17,P,real,8º ano
8°B,26,2026-08-18,P,real,8º ano
8°B,26,2026-08-19,P,real,8º ano
8°B,26,2026-08-20,P,real,8º ano
8°B,26,2026-08-21,P,real,8º ano
8°B,26,2026-08-24,P,real,8º ano
8°B,26,2026-08-27,P,real,8º ano
8°B,26,2026-08-28,F,real,8º ano
8°B,26,2026-08-31,P,real,8º ano
8°B,27,2026-05-04,F,real,8º ano
8°B,27,2026-05-05,P,real,8º ano
8°B,27,2026-05-06,P,real,8º ano
8°B,27,2026-05-07,F,real,8º ano
8°B,27,2026-05-08,F,real,8º ano
8°B,27,2026-05-11,F,real,8º ano
8°B,27,2026-05-12,P,real,8º ano
8°B,27,2026-05-13,P,real,8º ano
8°B,27,2026-05-14,P,real,8º ano
8°B,27,2026-05-15,P,real,8º ano
8°B,27,2026-05-18,P,real,8º ano
8°B,27,2026-05-19,P,real,8º ano
8°B,27,2026-05-20,P,real,8º ano
8°B,27,2026-05-21,P,real,8º ano
8°B,27,2026-05-22,F,real,8º ano
8°B,27,2026-05-25,P,real,8º ano
8°B,27,2026-05-26,F,real,8º ano
8°B,27,2026-05-27,P,real,8º ano
8°B,27,2026-05-28,P,real,8º ano
8°B,27,2026-05-29,P,real,8º ano
8°B,27,2026-06-01,P,real,8º ano
8°B,27,2026-06-02,F,real,8º ano
8°B,27,2026-06-03,P,real,8º ano
8°B,27,2026-06-08,P,real,8º ano
8°B,27,2026-06-09,P,real,8º ano
8°B,27,2026-06-10,P,real,8º ano
8°B,27,2026-06-11,P,real,8º ano
8°B,27,2026-06-12,P,real,8º ano
8°B,27,2026-06-15,F,real,8º ano
8°B,27,2026-06-16,P,real,8º ano
8°B,27,2026-06-17,P,real,8º ano
8°B,27,2026-06-18,P,real,8º ano
8°B,27,2026-06-19,P,real,8º ano
8°B,27,2026-06-22,P,real,8º ano
8°B,27,2026-06-23,P,real,8º ano
8°B,27,2026-06-24,F,real,8º ano
8°B,27,2026-06-25,P,real,8º ano
8°B,27,2026-06-26,P,real,8º ano
8°B,27,2026-06-29,P,real,8º ano
8°B,27,2026-06-30,P,real,8º ano
8°B,27,2026-07-01,P,real,8º ano
8°B,27,2026-07-02,F,real,8º ano
8°B,27,2026-07-03,P,real,8º ano
8°B,27,2026-07-28,P,real,8º ano
8°B,27,2026-07-29,P,real,8º ano
8°B,27,2026-07-30,P,real,8º ano
8°B,27,2026-07-31,F,real,8º ano
8°B,27,2026-08-03,P,real,8º ano
8°B,27,2026-08-10,P,real,8º ano
8°B,27,2026-08-12,P,real,8º ano
8°B,27,2026-08-14,P,real,8º ano
8°B,27,2026-08-17,P,real,8º ano
8°B,27,2026-08-18,P,real,8º ano
8°B,27,2026-08-19,F,real,8º ano
8°B,27,2026-08-20,P,real,8º ano
8°B,27,2026-08-21,F,real,8º ano
8°B,27,2026-08-24,P,real,8º ano
8°B,27,2026-08-27,P,real,8º ano
8°B,27,2026-08-28,P,real,8º ano
8°B,27,2026-08-31,F,real,8º ano
8°B,28,2026-05-04,P,real,8º ano
8°B,28,2026-05-05,P,real,8º ano
8°B,28,2026-05-06,P,real,8º ano
8°B,28,2026-05-07,P,real,8º ano
8°B,28,2026-05-08,F,real,8º ano
8°B,28,2026-05-11,F,real,8º ano
8°B,28,2026-05-12,P,real,8º ano
8°B,28,2026-05-13,P,real,8º ano
8°B,28,2026-05-14,F,real,8º ano
8°B,28,2026-05-15,F,real,8º ano
8°B,28,2026-05-18,P,real,8º ano
8°B,28,2026-05-19,P,real,8º ano
8°B,28,2026-05-20,P,real,8º ano
8°B,28,2026-05-21,P,real,8º ano
8°B,28,2026-05-22,F,real,8º ano
8°B,28,2026-05-25,F,real,8º ano
8°B,28,2026-05-26,P,real,8º ano
8°B,28,2026-05-27,P,real,8º ano
8°B,28,2026-05-28,F,real,8º ano
8°B,28,2026-05-29,F,real,8º ano
8°B,28,2026-06-01,F,real,8º ano
8°B,28,2026-06-02,F,real,8º ano
8°B,28,2026-06-03,P,real,8º ano
8°B,28,2026-06-08,F,real,8º ano
8°B,28,2026-06-09,P,real,8º ano
8°B,28,2026-06-10,P,real,8º ano
8°B,28,2026-06-11,P,real,8º ano
8°B,28,2026-06-12,F,real,8º ano
8°B,28,2026-06-15,P,real,8º ano
8°B,28,2026-06-16,P,real,8º ano
8°B,28,2026-06-17,F,real,8º ano
8°B,28,2026-06-18,P,real,8º ano
8°B,28,2026-06-19,P,real,8º ano
8°B,28,2026-06-22,F,real,8º ano
8°B,28,2026-06-23,F,real,8º ano
8°B,28,2026-06-24,F,real,8º ano
8°B,28,2026-06-25,F,real,8º ano
8°B,28,2026-06-26,F,real,8º ano
8°B,28,2026-06-29,F,real,8º ano
8°B,28,2026-06-30,P,real,8º ano
8°B,28,2026-07-01,F,real,8º ano
8°B,28,2026-07-02,P,real,8º ano
8°B,28,2026-07-03,P,real,8º ano
8°B,28,2026-07-28,P,real,8º ano
8°B,28,2026-07-29,F,real,8º ano
8°B,28,2026-07-30,P,real,8º ano
8°B,28,2026-07-31,P,real,8º ano
8°B,28,2026-08-03,F,real,8º ano
8°B,28,2026-08-10,P,real,8º ano
8°B,28,2026-08-12,P,real,8º ano
8°B,28,2026-08-14,F,real,8º ano
8°B,28,2026-08-17,F,real,8º ano
8°B,28,2026-08-18,P,real,8º ano
8°B,28,2026-08-19,F,real,8º ano
8°B,28,2026-08-20,F,real,8º ano
8°B,28,2026-08-21,P,real,8º ano
8°B,28,2026-08-24,P,real,8º ano
8°B,28,2026-08-27,F,real,8º ano
8°B,28,2026-08-28,F,real,8º ano
8°B,28,2026-08-31,P,real,8º ano
8°B,29,2026-05-04,-,real,8º ano
8°B,29,2026-05-05,-,real,8º ano
8°B,29,2026-05-06,-,real,8º ano
8°B,29,2026-05-07,-,real,8º ano
8°B,29,2026-05-08,-,real,8º ano
8°B,29,2026-05-11,-,real,8º ano
8°B,29,2026-05-12,-,real,8º ano
8°B,29,2026-05-13,-,real,8º ano
8°B,29,2026-05-14,-,real,8º ano
8°B,29,2026-05-15,-,real,8º ano
8°B,29,2026-05-18,-,real,8º ano
8°B,29,2026-05-19,-,real,8º ano
8°B,29,2026-05-20,-,real,8º ano
8°B,29,2026-05-21,-,real,8º ano
8°B,29,2026-05-22,-,real,8º ano
8°B,29,2026-05-25,-,real,8º ano
8°B,29,2026-05-26,-,real,8º ano
8°B,29,2026-05-27,-,real,8º ano
8°B,29,2026-05-28,-,real,8º ano
8°B,29,2026-05-29,-,real,8º ano
8°B,29,2026-06-01,-,real,8º ano
8°B,29,2026-06-02,-,real,8º ano
8°B,29,2026-06-03,P,real,8º ano
8°B,29,2026-06-08,P,real,8º ano
8°B,29,2026-06-09,P,real,8º ano
8°B,29,2026-06-10,P,real,8º ano
8°B,29,2026-06-11,P,real,8º ano
8°B,29,2026-06-12,P,real,8º ano
8°B,29,2026-06-15,P,real,8º ano
8°B,29,2026-06-16,P,real,8º ano
8°B,29,2026-06-17,P,real,8º ano
8°B,29,2026-06-18,F,real,8º ano
8°B,29,2026-06-19,P,real,8º ano
8°B,29,2026-06-22,P,real,8º ano
8°B,29,2026-06-23,P,real,8º ano
8°B,29,2026-06-24,F,real,8º ano
8°B,29,2026-06-25,F,real,8º ano
8°B,29,2026-06-26,F,real,8º ano
8°B,29,2026-06-29,F,real,8º ano
8°B,29,2026-06-30,P,real,8º ano
8°B,29,2026-07-01,F,real,8º ano
8°B,29,2026-07-02,F,real,8º ano
8°B,29,2026-07-03,P,real,8º ano
8°B,29,2026-07-28,F,real,8º ano
8°B,29,2026-07-29,P,real,8º ano
8°B,29,2026-07-30,P,real,8º ano
8°B,29,2026-07-31,F,real,8º ano
8°B,29,2026-08-03,F,real,8º ano
8°B,29,2026-08-10,F,real,8º ano
8°B,29,2026-08-12,P,real,8º ano
8°B,29,2026-08-14,P,real,8º ano
8°B,29,2026-08-17,P,real,8º ano
8°B,29,2026-08-18,P,real,8º ano
8°B,29,2026-08-19,P,real,8º ano
8°B,29,2026-08-20,P,real,8º ano
8°B,29,2026-08-21,P,real,8º ano
8°B,29,2026-08-24,P,real,8º ano
8°B,29,2026-08-27,P,real,8º ano
8°B,29,2026-08-28,F,real,8º ano
8°B,29,2026-08-31,P,real,8º ano
8°B,30,2026-05-04,-,real,8º ano
8°B,30,2026-05-05,-,real,8º ano
8°B,30,2026-05-06,-,real,8º ano
8°B,30,2026-05-07,-,real,8º ano
8°B,30,2026-05-08,-,real,8º ano
