turma,aluno_numero,data,status
8°E,13,2026-05-29,F
8°E,13,2026-06-01,F
8°E,13,2026-06-02,P
8°E,13,2026-06-03,F
8°E,13,2026-06-08,F
8°E,13,2026-06-09,P
8°E,13,2026-06-10,F
8°E,13,2026-06-11,P
8°E,13,2026-06-12,P
8°E,13,2026-06-15,P
8°E,13,2026-06-16,P
8°E,13,2026-06-17,P
8°E,13,2026-06-18,F
8°E,13,2026-06-19,P
8°E,13,2026-06-22,P
8°E,13,2026-06-23,P
8°E,13,2026-06-24,F
8°E,13,2026-06-25,F
8°E,13,2026-06-26,P
8°E,13,2026-06-29,F
8°E,13,2026-06-30,P
8°E,13,2026-07-01,F
8°E,13,2026-07-02,F
8°E,13,2026-07-03,F
8°E,13,2026-07-28,P
8°E,13,2026-07-29,P
8°E,13,2026-07-30,F
8°E,13,2026-07-31,F
8°E,13,2026-08-03,P
8°E,13,2026-08-04,P
8°E,13,2026-08-05,P
8°E,13,2026-08-06,F
8°E,13,2026-08-07,P
8°E,13,2026-08-10,P
8°E,13,2026-08-11,F
8°E,13,2026-08-12,P
8°E,13,2026-08-13,P
8°E,13,2026-08-14,P
8°E,13,2026-08-17,P
8°E,13,2026-08-18,P
8°E,13,2026-08-19,P
8°E,13,2026-08-20,F
8°E,13,2026-08-21,F
8°E,13,2026-08-22,P
8°E,13,2026-08-24,P
8°E,13,2026-08-25,P
8°E,13,2026-08-26,P
8°E,13,2026-08-27,P
8°E,13,2026-08-28,F
8°E,13,2026-08-31,F
8°E,14,2026-05-04,F
8°E,14,2026-05-05,P
8°E,14,2026-05-06,P
8°E,14,2026-05-07,P
8°E,14,2026-05-08,F
8°E,14,2026-05-11,F
8°E,14,2026-05-12,P
8°E,14,2026-05-13,P
8°E,14,2026-05-14,P
8°E,14,2026-05-15,P
8°E,14,2026-05-18,P
8°E,14,2026-05-19,P
8°E,14,2026-05-20,P
8°E,14,2026-05-21,P
8°E,14,2026-05-22,F
8°E,14,2026-05-25,P
8°E,14,2026-05-26,P
8°E,14,2026-05-27,P
8°E,14,2026-05-28,P
8°E,14,2026-05-29,P
8°E,14,2026-06-01,P
8°E,14,2026-06-02,P
8°E,14,2026-06-03,F
8°E,14,2026-06-08,P
8°E,14,2026-06-09,P
8°E,14,2026-06-10,P
8°E,14,2026-06-11,F
8°E,14,2026-06-12,P
8°E,14,2026-06-15,F
8°E,14,2026-06-16,P
8°E,14,2026-06-17,P
8°E,14,2026-06-18,F
8°E,14,2026-06-19,P
8°E,14,2026-06-22,P
8°E,14,2026-06-23,P
8°E,14,2026-06-24,F
8°E,14,2026-06-25,P
8°E,14,2026-06-26,P
8°E,14,2026-06-29,P
8°E,14,2026-06-30,P
8°E,14,2026-07-01,P
8°E,14,2026-07-02,F
8°E,14,2026-07-03,P
8°E,14,2026-07-28,F
8°E,14,2026-07-29,F
8°E,14,2026-07-30,F
8°E,14,2026-07-31,F
8°E,14,2026-08-03,P
8°E,14,2026-08-04,P
8°E,14,2026-08-05,P
8°E,14,2026-08-06,P
8°E,14,2026-08-07,P
8°E,14,2026-08-10,P
8°E,14,2026-08-11,P
8°E,14,2026-08-12,P
8°E,14,2026-08-13,F
8°E,14,2026-08-14,P
8°E,14,2026-08-17,P
8°E,14,2026-08-18,P
8°E,14,2026-08-19,P
8°E,14,2026-08-20,P
8°E,14,2026-08-21,P
8°E,14,2026-08-22,P
8°E,14,2026-08-24,P
8°E,14,2026-08-25,P
8°E,14,2026-08-26,P
8°E,14,2026-08-27,F
8°E,14,2026-08-28,P
8°E,14,2026-08-31,F
8°E,15,2026-05-04,F
8°E,15,2026-05-05,P
8°E,15,2026-05-06,P
8°E,15,2026-05-07,P
8°E,15,2026-05-08,F
8°E,15,2026-05-11,F
8°E,15,2026-05-12,P
8°E,15,2026-05-13,F
8°E,15,2026-05-14,P
8°E,15,2026-05-15,P
8°E,15,2026-05-18,P
8°E,15,2026-05-19,P
8°E,15,2026-05-20,P
8°E,15,2026-05-21,P
8°E,15,2026-05-22,P
8°E,15,2026-05-25,F
8°E,15,2026-05-26,P
8°E,15,2026-05-27,P
8°E,15,2026-05-28,P
8°E,15,2026-05-29,F
8°E,15,2026-06-01,F
8°E,15,2026-06-02,P
8°E,15,2026-06-03,F
8°E,15,2026-06-08,P
8°E,15,2026-06-09,P
8°E,15,2026-06-10,F
8°E,15,2026-06-11,F
8°E,15,2026-06-12,F
8°E,15,2026-06-15,F
8°E,15,2026-06-16,P
8°E,15,2026-06-17,F
8°E,15,2026-06-18,P
8°E,15,2026-06-19,P
8°E,15,2026-06-22,P
8°E,15,2026-06-23,P
8°E,15,2026-06-24,F
8°E,15,2026-06-25,P
8°E,15,2026-06-26,P
8°E,15,2026-06-29,P
8°E,15,2026-06-30,F
8°E,15,2026-07-01,P
8°E,15,2026-07-02,F
8°E,15,2026-07-03,P
8°E,15,2026-07-28,F
8°E,15,2026-07-29,F
8°E,15,2026-07-30,F
8°E,15,2026-07-31,F
8°E,15,2026-08-03,F
8°E,15,2026-08-04,F
8°E,15,2026-08-05,F
8°E,15,2026-08-06,P
8°E,15,2026-08-07,P
8°E,15,2026-08-10,F
8°E,15,2026-08-11,P
8°E,15,2026-08-12,P
8°E,15,2026-08-13,P
8°E,15,2026-08-14,P
8°E,15,2026-08-17,F
8°E,15,2026-08-18,P
8°E,15,2026-08-19,P
8°E,15,2026-08-20,P
8°E,15,2026-08-21,F
8°E,15,2026-08-22,P
8°E,15,2026-08-24,P
8°E,15,2026-08-25,P
8°E,15,2026-08-26,P
8°E,15,2026-08-27,P
8°E,15,2026-08-28,P
8°E,15,2026-08-31,F
8°E,16,2026-05-04,P
8°E,16,2026-05-05,P
8°E,16,2026-05-06,P
8°E,16,2026-05-07,P
8°E,16,2026-05-08,P
8°E,16,2026-05-11,P
8°E,16,2026-05-12,P
8°E,16,2026-05-13,F
8°E,16,2026-05-14,P
8°E,16,2026-05-15,P
8°E,16,2026-05-18,P
8°E,16,2026-05-19,P
8°E,16,2026-05-20,P
8°E,16,2026-05-21,P
8°E,16,2026-05-22,P
8°E,16,2026-05-25,P
8°E,16,2026-05-26,P
8°E,16,2026-05-27,P
8°E,16,2026-05-28,P
8°E,16,2026-05-29,P
8°E,16,2026-06-01,F
8°E,16,2026-06-02,P
8°E,16,2026-06-03,P
8°E,16,2026-06-08,P
8°E,16,2026-06-09,P
8°E,16,2026-06-10,P
8°E,16,2026-06-11,P
8°E,16,2026-06-12,P
8°E,16,2026-06-15,F
8°E,16,2026-06-16,P
8°E,16,2026-06-17,P
8°E,16,2026-06-18,P
8°E,16,2026-06-19,P
8°E,16,2026-06-22,P
8°E,16,2026-06-23,P
8°E,16,2026-06-24,F
8°E,16,2026-06-25,P
8°E,16,2026-06-26,P
8°E,16,2026-06-29,P
8°E,16,2026-06-30,F
8°E,16,2026-07-01,F
8°E,16,2026-07-02,F
8°E,16,2026-07-03,P
8°E,16,2026-07-28,P
8°E,16,2026-07-29,P
8°E,16,2026-07-30,P
8°E,16,2026-07-31,P
8°E,16,2026-08-03,P
8°E,16,2026-08-04,F
8°E,16,2026-08-05,P
8°E,16,2026-08-06,P
8°E,16,2026-08-07,P
8°E,16,2026-08-10,P
8°E,16,2026-08-11,P
8°E,16,2026-08-12,P
8°E,16,2026-08-13,P
8°E,16,2026-08-14,P
8°E,16,2026-08-17,P
8°E,16,2026-08-18,P
8°E,16,2026-08-19,P
8°E,16,2026-08-20,P
8°E,16,2026-08-21,F
8°E,16,2026-08-22,P
8°E,16,2026-08-24,P
8°E,16,2026-08-25,P
8°E,16,2026-08-26,P
8°E,16,2026-08-27,F
8°E,16,2026-08-28,P
8°E,16,2026-08-31,P
8°E,17,2026-05-04,F
8°E,17,2026-05-05,P
8°E,17,2026-05-06,P
8°E,17,2026-05-07,P
8°E,17,2026-05-08,P
8°E,17,2026-05-11,P
8°E,17,2026-05-12,P
8°E,17,2026-05-13,F
8°E,17,2026-05-14,P
8°E,17,2026-05-15,P
8°E,17,2026-05-18,P
8°E,17,2026-05-19,P
8°E,17,2026-05-20,P
8°E,17,2026-05-21,P
8°E,17,2026-05-22,P
8°E,17,2026-05-25,P
8°E,17,2026-05-26,P
8°E,17,2026-05-27,P
8°E,17,2026-05-28,P
8°E,17,2026-05-29,P
8°E,17,2026-06-01,P
8°E,17,2026-06-02,P
8°E,17,2026-06-03,P
8°E,17,2026-06-08,P
8°E,17,2026-06-09,P
8°E,17,2026-06-10,P
8°E,17,2026-06-11,P
8°E,17,2026-06-12,P
8°E,17,2026-06-15,P
8°E,17,2026-06-16,P
8°E,17,2026-06-17,P
8°E,17,2026-06-18,P
8°E,17,2026-06-19,P
8°E,17,2026-06-22,P
8°E,17,2026-06-23,P
8°E,17,2026-06-24,P
8°E,17,2026-06-25,P
8°E,17,2026-06-26,P
8°E,17,2026-06-29,P
8°E,17,2026-06-30,P
8°E,17,2026-07-01,P
8°E,17,2026-07-02,F
8°E,17,2026-07-03,P
8°E,17,2026-07-28,P
8°E,17,2026-07-29,P
8°E,17,2026-07-30,P
8°E,17,2026-07-31,P
8°E,17,2026-08-03,P
8°E,17,2026-08-04,F
8°E,17,2026-08-05,F
8°E,17,2026-08-06,F
8°E,17,2026-08-07,P
8°E,17,2026-08-10,P
8°E,17,2026-08-11,P
8°E,17,2026-08-12,P
8°E,17,2026-08-13,P
8°E,17,2026-08-14,P
8°E,17,2026-08-17,P
8°E,17,2026-08-18,P
8°E,17,2026-08-19,P
8°E,17,2026-08-20,P
8°E,17,2026-08-21,P
8°E,17,2026-08-22,P
8°E,17,2026-08-24,P
8°E,17,2026-08-25,P
8°E,17,2026-08-26,P
8°E,17,2026-08-27,P
8°E,17,2026-08-28,P
8°E,17,2026-08-31,P
8°E,18,2026-05-04,P
8°E,18,2026-05-05,P
8°E,18,2026-05-06,F
8°E,18,2026-05-07,P
8°E,18,2026-05-08,P
8°E,18,2026-05-11,P
8°E,18,2026-05-12,P
8°E,18,2026-05-13,P
8°E,18,2026-05-14,P
8°E,18,2026-05-15,P
8°E,18,2026-05-18,P
8°E,18,2026-05-19,P
8°E,18,2026-05-20,P
8°E,18,2026-05-21,P
8°E,18,2026-05-22,P
8°E,18,2026-05-25,F
8°E,18,2026-05-26,P
8°E,18,2026-05-27,P
8°E,18,2026-05-28,P
8°E,18,2026-05-29,P
8°E,18,2026-06-01,P
8°E,18,2026-06-02,P
8°E,18,2026-06-03,F
8°E,18,2026-06-08,P
8°E,18,2026-06-09,P
8°E,18,2026-06-10,P
8°E,18,2026-06-11,P
8°E,18,2026-06-12,P
8°E,18,2026-06-15,P
8°E,18,2026-06-16,P
8°E,18,2026-06-17,P
8°E,18,2026-06-18,P
8°E,18,2026-06-19,F
8°E,18,2026-06-22,P
8°E,18,2026-06-23,P
8°E,18,2026-06-24,F
8°E,18,2026-06-25,P
8°E,18,2026-06-26,P
8°E,18,2026-06-29,F
8°E,18,2026-06-30,F
8°E,18,2026-07-01,F
8°E,18,2026-07-02,F
8°E,18,2026-07-03,F
8°E,18,2026-07-28,P
8°E,18,2026-07-29,P
8°E,18,2026-07-30,P
8°E,18,2026-07-31,F
8°E,18,2026-08-03,P
8°E,18,2026-08-04,P
8°E,18,2026-08-05,P
8°E,18,2026-08-06,P
8°E,18,2026-08-07,P
8°E,18,2026-08-10,P
8°E,18,2026-08-11,P
8°E,18,2026-08-12,P
8°E,18,2026-08-13,F
8°E,18,2026-08-14,P
8°E,18,2026-08-17,P
8°E,18,2026-08-18,P
8°E,18,2026-08-19,P
8°E,18,2026-08-20,P
8°E,18,2026-08-21,P
8°E,18,2026-08-22,P
8°E,18,2026-08-24,P
8°E,18,2026-08-25,P
8°E,18,2026-08-26,P
8°E,18,2026-08-27,F
8°E,18,2026-08-28,P
8°E,18,2026-08-31,P
8°E,19,2026-05-04,F
8°E,19,2026-05-05,P
8°E,19,2026-05-06,P
8°E,19,2026-05-07,P
8°E,19,2026-05-08,P
8°E,19,2026-05-11,F
8°E,19,2026-05-12,P
8°E,19,2026-05-13,P
8°E,19,2026-05-14,P
8°E,19,2026-05-15,P
8°E,19,2026-05-18,P
8°E,19,2026-05-19,P
8°E,19,2026-05-20,P
8°E,19,2026-05-21,P
8°E,19,2026-05-22,F
8°E,19,2026-05-25,P
8°E,19,2026-05-26,P
8°E,19,2026-05-27,P
8°E,19,2026-05-28,P
8°E,19,2026-05-29,P
8°E,19,2026-06-01,P
8°E,19,2026-06-02,P
8°E,19,2026-06-03,F
8°E,19,2026-06-08,P
8°E,19,2026-06-09,P
8°E,19,2026-06-10,P
8°E,19,2026-06-11,P
8°E,19,2026-06-12,P
8°E,19,2026-06-15,P
8°E,19,2026-06-16,P
8°E,19,2026-06-17,P
8°E,19,2026-06-18,P
8°E,19,2026-06-19,P
8°E,19,2026-06-22,P
8°E,19,2026-06-23,P
8°E,19,2026-06-24,F
8°E,19,2026-06-25,P
8°E,19,2026-06-26,P
8°E,19,2026-06-29,P
8°E,19,2026-06-30,P
8°E,19,2026-07-01,P
8°E,19,2026-07-02,F
8°E,19,2026-07-03,P
8°E,19,2026-07-28,P
8°E,19,2026-07-29,P
8°E,19,2026-07-30,F
8°E,19,2026-07-31,P
8°E,19,2026-08-03,P
8°E,19,2026-08-04,P
8°E,19,2026-08-05,P
8°E,19,2026-08-06,P
8°E,19,2026-08-07,P
8°E,19,2026-08-10,P
8°E,19,2026-08-11,P
8°E,19,2026-08-12,P
8°E,19,2026-08-13,F
8°E,19,2026-08-14,P
8°E,19,2026-08-17,P
8°E,19,2026-08-18,P
8°E,19,2026-08-19,P
8°E,19,2026-08-20,P
8°E,19,2026-08-21,P
8°E,19,2026-08-22,P
8°E,19,2026-08-24,P
8°E,19,2026-08-25,P
8°E,19,2026-08-26,P
8°E,19,2026-08-27,F
8°E,19,2026-08-28,P
8°E,19,2026-08-31,F
8°E,20,2026-05-04,F
8°E,20,2026-05-05,P
8°E,20,2026-05-06,F
8°E,20,2026-05-07,F
8°E,20,2026-05-08,F
8°E,20,2026-05-11,P
8°E,20,2026-05-12,P
8°E,20,2026-05-13,P
8°E,20,2026-05-14,P
8°E,20,2026-05-15,P
8°E,20,2026-05-18,P
8°E,20,2026-05-19,P
8°E,20,2026-05-20,P
8°E,20,2026-05-21,F
8°E,20,2026-05-22,P
8°E,20,2026-05-25,P
8°E,20,2026-05-26,P
8°E,20,2026-05-27,F
8°E,20,2026-05-28,F
8°E,20,2026-05-29,P
8°E,20,2026-06-01,P
8°E,20,2026-06-02,F
8°E,20,2026-06-03,P
8°E,20,2026-06-08,F
8°E,20,2026-06-09,P
8°E,20,2026-06-10,P
8°E,20,2026-06-11,P
8°E,20,2026-06-12,P
8°E,20,2026-06-15,P
8°E,20,2026-06-16,P
8°E,20,2026-06-17,P
8°E,20,2026-06-18,F
8°E,20,2026-06-19,P
8°E,20,2026-06-22,P
8°E,20,2026-06-23,P
8°E,20,2026-06-24,P
8°E,20,2026-06-25,P
8°E,20,2026-06-26,P
8°E,20,2026-06-29,F
8°E,20,2026-06-30,P
8°E,20,2026-07-01,P
8°E,20,2026-07-02,F
8°E,20,2026-07-03,P
8°E,20,2026-07-28,P
8°E,20,2026-07-29,P
8°E,20,2026-07-30,P
8°E,20,2026-07-31,P
8°E,20,2026-08-03,P
8°E,20,2026-08-04,F
8°E,20,2026-08-05,P
8°E,20,2026-08-06,P
8°E,20,2026-08-07,P
8°E,20,2026-08-10,F
8°E,20,2026-08-11,P
8°E,20,2026-08-12,P
8°E,20,2026-08-13,F
8°E,20,2026-08-14,F
8°E,20,2026-08-17,F
8°E,20,2026-08-18,P
8°E,20,2026-08-19,P
8°E,20,2026-08-20,P
8°E,20,2026-08-21,F
8°E,20,2026-08-22,P
8°E,20,2026-08-24,P
8°E,20,2026-08-25,P
8°E,20,2026-08-26,P
8°E,20,2026-08-27,P
8°E,20,2026-08-28,P
8°E,20,2026-08-31,F
8°E,21,2026-05-04,-
8°E,21,2026-05-05,-
8°E,21,2026-05-06,-
8°E,21,2026-05-07,-
8°E,21,2026-05-08,-
8°E,21,2026-05-11,-
8°E,21,2026-05-12,-
8°E,21,2026-05-13,-
8°E,21,2026-05-14,-
8°E,21,2026-05-15,-
8°E,21,2026-05-18,-
8°E,21,2026-05-19,-
8°E,21,2026-05-20,-
8°E,21,2026-05-21,-
8°E,21,2026-05-22,-
8°E,21,2026-05-25,-
8°E,21,2026-05-26,-
8°E,21,2026-05-27,-
8°E,21,2026-05-28,-
8°E,21,2026-05-29,-
8°E,21,2026-06-01,-
8°E,21,2026-06-02,-
8°E,21,2026-06-03,-
8°E,21,2026-06-08,-
8°E,21,2026-06-09,-
8°E,21,2026-06-10,-
8°E,21,2026-06-11,-
8°E,21,2026-06-12,-
8°E,21,2026-06-15,-
8°E,21,2026-06-16,-
8°E,21,2026-06-17,-
8°E,21,2026-06-18,-
8°E,21,2026-06-19,-
8°E,21,2026-06-22,-
8°E,21,2026-06-23,-
8°E,21,2026-06-24,-
8°E,21,2026-06-25,-
8°E,21,2026-06-26,-
8°E,21,2026-06-29,-
8°E,21,2026-06-30,-
8°E,21,2026-07-01,-
8°E,21,2026-07-02,-
8°E,21,2026-07-03,-
8°E,21,2026-07-28,-
8°E,21,2026-07-29,-
8°E,21,2026-07-30,-
8°E,21,2026-07-31,-
8°E,21,2026-08-03,-
8°E,21,2026-08-04,-
8°E,21,2026-08-05,-
8°E,21,2026-08-06,-
8°E,21,2026-08-07,-
8°E,21,2026-08-10,-
8°E,21,2026-08-11,-
8°E,21,2026-08-12,-
8°E,21,2026-08-13,-
8°E,21,2026-08-14,-
8°E,21,2026-08-17,-
8°E,21,2026-08-18,-
8°E,21,2026-08-19,-
8°E,21,2026-08-20,-
8°E,21,2026-08-21,-
8°E,21,2026-08-22,-
8°E,21,2026-08-24,-
8°E,21,2026-08-25,-
8°E,21,2026-08-26,-
8°E,21,2026-08-27,
8°E,21,2026-08-28,
8°E,21,2026-08-31,
8°E,22,2026-05-04,P
8°E,22,2026-05-05,P
8°E,22,2026-05-06,F
8°E,22,2026-05-07,P
8°E,22,2026-05-08,P
8°E,22,2026-05-11,P
8°E,22,2026-05-12,P
8°E,22,2026-05-13,P
8°E,22,2026-05-14,P
8°E,22,2026-05-15,P
8°E,22,2026-05-18,P
8°E,22,2026-05-19,P
8°E,22,2026-05-20,P
8°E,22,2026-05-21,F
8°E,22,2026-05-22,P
8°E,22,2026-05-25,P
8°E,22,2026-05-26,P
8°E,22,2026-05-27,P
8°E,22,2026-05-28,P
8°E,22,2026-05-29,F
8°E,22,2026-06-01,P
8°E,22,2026-06-02,P
8°E,22,2026-06-03,F
8°E,22,2026-06-08,P
8°E,22,2026-06-09,P
8°E,22,2026-06-10,P
8°E,22,2026-06-11,P
8°E,22,2026-06-12,P
8°E,22,2026-06-15,P
8°E,22,2026-06-16,P
8°E,22,2026-06-17,P
8°E,22,2026-06-18,P
8°E,22,2026-06-19,P
8°E,22,2026-06-22,P
8°E,22,2026-06-23,F
8°E,22,2026-06-24,F
8°E,22,2026-06-25,F
8°E,22,2026-06-26,F
8°E,22,2026-06-29,P
8°E,22,2026-06-30,P
8°E,22,2026-07-01,P
8°E,22,2026-07-02,P
8°E,22,2026-07-03,P
8°E,22,2026-07-28,P
8°E,22,2026-07-29,P
8°E,22,2026-07-30,P
8°E,22,2026-07-31,P
8°E,22,2026-08-03,P
8°E,22,2026-08-04,F
8°E,22,2026-08-05,F
8°E,22,2026-08-06,F
8°E,22,2026-08-07,F
8°E,22,2026-08-10,F
8°E,22,2026-08-11,F
8°E,22,2026-08-12,F
8°E,22,2026-08-13,F
8°E,22,2026-08-14,P
8°E,22,2026-08-17,P
8°E,22,2026-08-18,F
8°E,22,2026-08-19,P
8°E,22,2026-08-20,P
8°E,22,2026-08-21,P
8°E,22,2026-08-22,P
8°E,22,2026-08-24,P
8°E,22,2026-08-25,P
8°E,22,2026-08-26,P
8°E,22,2026-08-27,P
8°E,22,2026-08-28,P
8°E,22,2026-08-31,P
8°E,23,2026-05-04,P
8°E,23,2026-05-05,P
8°E,23,2026-05-06,F
8°E,23,2026-05-07,P
8°E,23,2026-05-08,P
8°E,23,2026-05-11,P
8°E,23,2026-05-12,P
8°E,23,2026-05-13,P
8°E,23,2026-05-14,P
8°E,23,2026-05-15,P
8°E,23,2026-05-18,P
8°E,23,2026-05-19,P
8°E,23,2026-05-20,P
8°E,23,2026-05-21,P
8°E,23,2026-05-22,P
8°E,23,2026-05-25,F
8°E,23,2026-05-26,P
8°E,23,2026-05-27,P
8°E,23,2026-05-28,P
8°E,23,2026-05-29,P
8°E,23,2026-06-01,P
8°E,23,2026-06-02,P
8°E,23,2026-06-03,F
8°E,23,2026-06-08,P
8°E,23,2026-06-09,P
8°E,23,2026-06-10,P
8°E,23,2026-06-11,F
8°E,23,2026-06-12,P
8°E,23,2026-06-15,P
8°E,23,2026-06-16,P
8°E,23,2026-06-17,F
8°E,23,2026-06-18,F
8°E,23,2026-06-19,F
8°E,23,2026-06-22,P
8°E,23,2026-06-23,P
8°E,23,2026-06-24,F
8°E,23,2026-06-25,P
8°E,23,2026-06-26,P
8°E,23,2026-06-29,F
8°E,23,2026-06-30,P
8°E,23,2026-07-01,F
8°E,23,2026-07-02,F
8°E,23,2026-07-03,P
8°E,23,2026-07-28,P
8°E,23,2026-07-29,P
8°E,23,2026-07-30,P
8°E,23,2026-07-31,F
8°E,23,2026-08-03,P
8°E,23,2026-08-04,P
8°E,23,2026-08-05,P
8°E,23,2026-08-06,P
8°E,23,2026-08-07,P
8°E,23,2026-08-10,P
8°E,23,2026-08-11,P
8°E,23,2026-08-12,P
8°E,23,2026-08-13,F
8°E,23,2026-08-14,F
8°E,23,2026-08-17,P
8°E,23,2026-08-18,P
8°E,23,2026-08-19,P
8°E,23,2026-08-20,P
8°E,23,2026-08-21,P
8°E,23,2026-08-22,P
8°E,23,2026-08-24,P
8°E,23,2026-08-25,P
8°E,23,2026-08-26,P
8°E,23,2026-08-27,F
8°E,23,2026-08-28,P
8°E,23,2026-08-31,P
8°E,24,2026-05-04,P
8°E,24,2026-05-05,P
8°E,24,2026-05-06,F
8°E,24,2026-05-07,P
8°E,24,2026-05-08,P
8°E,24,2026-05-11,F
8°E,24,2026-05-12,P
8°E,24,2026-05-13,P
8°E,24,2026-05-14,P
8°E,24,2026-05-15,P
8°E,24,2026-05-18,P
8°E,24,2026-05-19,P
8°E,24,2026-05-20,P
8°E,24,2026-05-21,P
8°E,24,2026-05-22,P
8°E,24,2026-05-25,P
8°E,24,2026-05-26,P
8°E,24,2026-05-27,P
8°E,24,2026-05-28,P
8°E,24,2026-05-29,P
8°E,24,2026-06-01,P
8°E,24,2026-06-02,P
8°E,24,2026-06-03,P
8°E,24,2026-06-08,P
8°E,24,2026-06-09,P
8°E,24,2026-06-10,P
8°E,24,2026-06-11,P
8°E,24,2026-06-12,P
8°E,24,2026-06-15,F
8°E,24,2026-06-16,P
8°E,24,2026-06-17,P
8°E,24,2026-06-18,P
8°E,24,2026-06-19,F
8°E,24,2026-06-22,P
8°E,24,2026-06-23,P
8°E,24,2026-06-24,F
8°E,24,2026-06-25,P
8°E,24,2026-06-26,P
8°E,24,2026-06-29,F
8°E,24,2026-06-30,P
8°E,24,2026-07-01,P
8°E,24,2026-07-02,F
8°E,24,2026-07-03,P
8°E,24,2026-07-28,F
8°E,24,2026-07-29,F
8°E,24,2026-07-30,P
8°E,24,2026-07-31,P
8°E,24,2026-08-03,P
8°E,24,2026-08-04,P
8°E,24,2026-08-05,F
8°E,24,2026-08-06,P
8°E,24,2026-08-07,P
8°E,24,2026-08-10,P
8°E,24,2026-08-11,P
8°E,24,2026-08-12,P
8°E,24,2026-08-13,P
8°E,24,2026-08-14,P
8°E,24,2026-08-17,P
8°E,24,2026-08-18,P
8°E,24,2026-08-19,P
8°E,24,2026-08-20,P
8°E,24,2026-08-21,P
8°E,24,2026-08-22,P
8°E,24,2026-08-24,P
8°E,24,2026-08-25,P
8°E,24,2026-08-26,P
8°E,24,2026-08-27,F
8°E,24,2026-08-28,P
8°E,24,2026-08-31,F
8°E,25,2026-05-04,P
8°E,25,2026-05-05,P
8°E,25,2026-05-06,F
8°E,25,2026-05-07,P
8°E,25,2026-05-08,P
8°E,25,2026-05-11,F
8°E,25,2026-05-12,P
8°E,25,2026-05-13,P
8°E,25,2026-05-14,P
8°E,25,2026-05-15,P
8°E,25,2026-05-18,P
8°E,25,2026-05-19,P
8°E,25,2026-05-20,P
8°E,25,2026-05-21,F
8°E,25,2026-05-22,F
8°E,25,2026-05-25,P
8°E,25,2026-05-26,P
8°E,25,2026-05-27,P
8°E,25,2026-05-28,P
8°E,25,2026-05-29,P
8°E,25,2026-06-01,F
8°E,25,2026-06-02,P
8°E,25,2026-06-03,F
8°E,25,2026-06-08,P
8°E,25,2026-06-09,P
8°E,25,2026-06-10,P
8°E,25,2026-06-11,P
8°E,25,2026-06-12,P
8°E,25,2026-06-15,P
8°E,25,2026-06-16,P
8°E,25,2026-06-17,P
8°E,25,2026-06-18,P
8°E,25,2026-06-19,P
8°E,25,2026-06-22,P
8°E,25,2026-06-23,P
8°E,25,2026-06-24,F
8°E,25,2026-06-25,P
8°E,25,2026-06-26,P
8°E,25,2026-06-29,P
8°E,25,2026-06-30,P
8°E,25,2026-07-01,F
8°E,25,2026-07-02,F
8°E,25,2026-07-03,P
8°E,25,2026-07-28,P
8°E,25,2026-07-29,P
8°E,25,2026-07-30,P
8°E,25,2026-07-31,P
8°E,25,2026-08-03,P
8°E,25,2026-08-04,P
8°E,25,2026-08-05,P
8°E,25,2026-08-06,P
8°E,25,2026-08-07,P
8°E,25,2026-08-10,P
8°E,25,2026-08-11,F
8°E,25,2026-08-12,P
8°E,25,2026-08-13,P
8°E,25,2026-08-14,P
8°E,25,2026-08-17,P
8°E,25,2026-08-18,F
8°E,25,2026-08-19,P
8°E,25,2026-08-20,P
8°E,25,2026-08-21,F
8°E,25,2026-08-22,P
8°E,25,2026-08-24,P
8°E,25,2026-08-25,P
8°E,25,2026-08-26,P
8°E,25,2026-08-27,F
8°E,25,2026-08-28,P
8°E,25,2026-08-31,F
8°E,26,2026-05-04,F
8°E,26,2026-05-05,P
8°E,26,2026-05-06,P
8°E,26,2026-05-07,P
8°E,26,2026-05-08,P
8°E,26,2026-05-11,P
8°E,26,2026-05-12,P
8°E,26,2026-05-13,P
8°E,26,2026-05-14,P
8°E,26,2026-05-15,P
8°E,26,2026-05-18,P
8°E,26,2026-05-19,P
8°E,26,2026-05-20,P
8°E,26,2026-05-21,P
8°E,26,2026-05-22,P
8°E,26,2026-05-25,P
8°E,26,2026-05-26,P
8°E,26,2026-05-27,P
8°E,26,2026-05-28,P
8°E,26,2026-05-29,F
8°E,26,2026-06-01,P
8°E,26,2026-06-02,P
8°E,26,2026-06-03,P
8°E,26,2026-06-08,P
8°E,26,2026-06-09,P
8°E,26,2026-06-10,P
8°E,26,2026-06-11,P
8°E,26,2026-06-12,P
8°E,26,2026-06-15,F
8°E,26,2026-06-16,P
8°E,26,2026-06-17,P
8°E,26,2026-06-18,P
8°E,26,2026-06-19,P
8°E,26,2026-06-22,P
8°E,26,2026-06-23,P
8°E,26,2026-06-24,F
8°E,26,2026-06-25,P
8°E,26,2026-06-26,F
8°E,26,2026-06-29,P
8°E,26,2026-06-30,P
8°E,26,2026-07-01,F
8°E,26,2026-07-02,F
8°E,26,2026-07-03,P
8°E,26,2026-07-28,P
8°E,26,2026-07-29,P
8°E,26,2026-07-30,F
8°E,26,2026-07-31,P
8°E,26,2026-08-03,P
8°E,26,2026-08-04,P
8°E,26,2026-08-05,F
8°E,26,2026-08-06,P
8°E,26,2026-08-07,P
8°E,26,2026-08-10,P
8°E,26,2026-08-11,P
